customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
70606674,Female,0,No,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.49,1160.82,No
40667888,Male,0,No,No,22,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.37,997.51,No
65541117,Female,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.55,3995.95,No
55490631,Male,0,Yes,No,41,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.7,4061.4,Yes
70867592,Female,0,No,Yes,43,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.35,3759.67,Yes
63516659,Male,0,No,No,0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.66,116.19,Yes
65833185,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,41.94,293.58,No
22762205,Male,0,Yes,No,47,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,111.67,5337.83,No
51949529,Male,0,No,No,15,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,18.0,288.0,Yes
67279295,Male,1,Yes,No,47,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,18.0,860.4,No
51946203,Male,0,No,No,42,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),26.11,1122.73,No
99269266,Male,1,No,No,50,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.41,4304.91,No
44210729,Male,1,No,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24.74,1632.84,No
60237832,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.85,1576.35,No
30486849,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),57.3,2234.7,Yes
73655158,Male,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.39,831.51,No
19010480,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),108.34,4441.94,No
22243983,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,97.06,6119.63,No
21457410,Male,0,No,Yes,13,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),27.08,379.12,No
22513132,Female,1,No,No,57,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,75.36,4370.88,No
67965485,Male,0,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,58.89,3768.96,Yes
22960658,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,65.09,1825.77,No
60015814,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),68.03,275.52,No
27463800,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,56.08,1906.72,No
84674816,Female,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),48.23,192.92,No
18050510,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,56.55,3958.5,No
88714010,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,49.26,2857.08,No
85374852,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.49,401.96,No
85387867,Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),68.08,3404.0,No
54244334,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),100.31,501.55,No
99927658,Male,0,No,No,44,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,102.79,4604.99,No
26405605,Male,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,111.57,3904.95,Yes
65137801,Female,1,No,Yes,26,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,32.26,871.02,Yes
57459130,Female,1,No,No,1,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,77.88,155.76,No
99300492,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.77,1769.58,No
66765623,Male,1,No,No,71,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,125.11,9007.92,No
16904975,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),87.67,4190.63,Yes
48604965,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),55.92,2740.08,No
90585678,Female,0,Yes,No,0,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,60.54,63.57,No
51936181,Male,0,No,Yes,32,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),95.18,3140.94,No
57197152,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,58.95,2063.25,No
23905032,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.28,1575.26,Yes
87566910,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,83.49,4658.74,Yes
78103759,Female,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),106.99,1604.85,No
38553319,Female,0,No,No,68,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,67.81,4678.89,No
30767532,Female,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.5,370.0,No
98145654,Male,1,Yes,No,63,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,52.25,3344.0,No
74718365,Female,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),73.78,1623.16,No
40097636,Female,0,No,No,23,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.0,1752.0,No
24524825,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,59.49,2799.0,No
56991504,Female,0,No,No,5,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),41.66,249.96,No
84660688,Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),48.11,1298.97,No
59333209,Female,0,No,Yes,9,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),49.44,494.4,No
25419645,Male,1,No,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),56.21,2192.19,No
47388792,Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),65.9,2438.3,No
87054398,Male,1,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,74.33,4013.82,No
40354559,Female,0,No,No,50,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.29,3788.79,Yes
67594492,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),66.92,4015.2,Yes
85291541,Male,0,Yes,No,71,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),70.44,5071.68,Yes
93446356,Male,0,Yes,Yes,50,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,44.3,2259.3,Yes
92352411,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,75.73,4680.11,No
96261621,Female,0,Yes,No,48,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),23.02,1129.13,No
84724345,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.66,2022.66,No
13523729,Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),38.79,1086.12,No
91737913,Female,0,No,No,35,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,52.87,1903.32,No
98292612,Male,0,No,No,24,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),78.68,1967.0,Yes
45896226,Male,1,No,No,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.23,2708.28,No
13886030,Male,0,Yes,Yes,59,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.2,4676.36,Yes
34215035,Male,0,Yes,No,6,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),94.27,664.6,No
46677730,Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.42,4906.07,No
51471222,Male,0,No,No,72,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.79,2904.67,No
55610493,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.89,2552.04,No
57113566,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),42.01,3066.73,Yes
10819505,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,59.96,1798.8,No
34347841,Female,0,No,No,46,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,81.94,3851.18,No
29226889,Male,0,No,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.93,1882.97,No
86010330,Male,0,No,No,4,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.28,446.4,Yes
98227303,Female,1,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.25,4566.25,Yes
63792364,Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),24.57,1695.33,No
19339597,Female,1,No,No,62,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),58.16,3664.08,Yes
29042093,Male,0,No,Yes,55,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),89.06,4987.36,No
94982908,Female,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,83.7,1422.9,Yes
14114726,Female,1,No,No,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),37.85,1930.35,No
22315507,Female,1,No,No,36,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,56.19,2079.03,No
81200181,Female,0,No,No,8,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),76.2,689.61,No
38874646,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,54.33,2064.54,Yes
60491958,Female,0,Yes,Yes,52,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),59.83,3159.02,No
66348963,Male,0,No,No,12,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),77.47,1007.11,No
70887307,Male,0,Yes,Yes,52,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),124.98,6623.94,No
55754284,Female,0,No,No,48,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),79.3,3885.7,No
31127115,Male,1,No,No,69,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,90.8,6356.0,No
59667685,Male,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,43.39,1520.82,No
51827259,Female,0,Yes,No,15,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),32.65,522.4,Yes
53537934,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),43.74,568.62,No
86181117,Female,0,No,No,10,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.74,699.19,Yes
90023800,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,76.81,153.62,No
21402740,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,84.41,1603.79,Yes
17061037,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,96.74,4353.3,Yes
30881581,Male,1,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),107.73,4955.58,No
31127198,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,846.0,No
92924837,Female,0,No,No,48,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,40.57,1987.93,No
16679008,Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),119.9,5041.8,No
20949687,Female,1,Yes,Yes,32,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,80.47,2639.42,No
46521025,Male,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,66.8,2738.8,No
69473616,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.0,1242.0,No
98843907,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),31.14,591.66,Yes
66910299,Male,1,No,No,38,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.54,3765.06,Yes
75184410,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,55.95,391.65,No
91480362,Male,0,Yes,No,38,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,86.34,3367.26,No
69330166,Male,1,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,57.99,1971.66,No
65590800,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,135.46,5960.24,No
46663833,Male,0,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,68.68,4738.92,No
38933176,Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),25.3,1720.4,No
78765957,Female,0,Yes,Yes,62,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,87.41,5506.83,No
25276327,Female,0,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,72.25,5129.75,No
56328316,Male,0,No,No,47,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),51.32,2463.36,No
67702031,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),76.02,228.06,No
24883373,Male,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),101.38,3446.92,No
48016697,Male,1,No,Yes,8,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),62.81,552.73,No
89609131,Female,0,No,No,60,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,41.35,2522.35,No
75314742,Female,0,No,No,19,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,76.21,1528.01,No
80723898,Male,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,50.74,2029.6,No
99541016,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),79.83,957.96,No
51395350,Male,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),108.01,3024.28,No
16095815,Female,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,35.73,1715.04,No
39597483,Male,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,126.0,No
63051354,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,138.78,1942.92,Yes
90440034,Male,1,No,No,18,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),73.99,1405.81,Yes
17352710,Female,1,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.61,1760.94,No
11031743,Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,39.96,2397.6,No
37437207,Female,0,No,Yes,66,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,55.75,3735.25,Yes
50455821,Male,1,Yes,No,33,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.06,2688.04,No
38351344,Male,1,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),18.0,738.0,No
28419343,Female,0,Yes,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.96,2819.76,No
44295247,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,49.39,1916.33,No
48848936,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),114.5,5954.0,No
54039837,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,81.58,3834.26,No
26104026,Male,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),96.83,1936.6,No
11037490,Male,0,No,Yes,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.98,3274.96,No
76757928,Female,1,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,77.36,5492.56,No
67801537,Female,0,Yes,Yes,61,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,111.53,6920.44,No
33581357,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.44,222.2,No
27339011,Male,0,Yes,No,56,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,83.26,4745.82,No
61030579,Male,1,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),86.08,344.32,No
81481992,Female,0,No,Yes,10,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),110.87,1219.57,Yes
40884937,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,50.77,964.63,No
77144075,Female,0,No,Yes,26,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,44.55,1202.85,No
84990607,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,105.68,3064.72,No
99663907,Male,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,63.25,1138.5,No
57535513,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,43.03,1592.11,No
19673809,Male,0,No,No,60,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),55.14,3363.54,No
63293990,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),28.43,1330.52,Yes
15677713,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,69.16,1383.2,No
68548403,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,1260.0,No
12515446,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,77.98,3821.02,No
71707170,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),23.74,356.1,No
20450542,Female,0,No,No,17,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,108.06,1945.08,No
52018286,Female,0,No,Yes,37,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,48.83,1855.54,No
87277086,Male,0,No,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.16,993.52,Yes
67617561,Female,0,No,Yes,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,71.26,4275.6,No
86960402,Female,0,Yes,No,65,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,81.8,5398.8,Yes
64280720,Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.06,1847.56,No
95918360,Female,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),21.37,1363.41,No
66061934,Female,0,Yes,Yes,57,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.53,2221.925,No
48858073,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,67.63,202.89,No
25458308,Female,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,66.49,1994.7,No
64362516,Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.37,1642.56,No
12799319,Female,0,Yes,Yes,9,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),46.8,468.0,No
53589647,Male,0,No,Yes,45,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),36.02,1656.92,No
33068427,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,88.44,1684.78,No
92963368,Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,18.0,1044.0,Yes
71753160,Male,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),78.49,470.94,No
58567046,Female,0,No,No,50,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.63,1716.81,No
21828592,Female,0,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),112.07,1546.57,No
68614462,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,26.35,1528.3,No
24208709,Male,1,Yes,No,7,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),26.99,215.92,No
42657384,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,139.89,279.78,No
68475513,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,107.88,1941.84,Yes
89036966,Male,0,Yes,No,56,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,45.79,2612.32,No
63747464,Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),32.91,1151.85,Yes
80325062,Female,0,Yes,No,65,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,42.21,2785.86,No
20555833,Male,0,No,No,55,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,80.81,4525.36,No
63118906,Male,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,78.53,3376.79,No
51644346,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,58.03,4224.58,No
